gene_name,TCGA-A5-A1OH-01,TCGA-A5-A2K3-01,TCGA-A5-A2K4-01,TCGA-A5-A2K5-01,TCGA-A5-A2K7-01,TCGA-A5-A3LO-01,TCGA-A5-A3LP-01,TCGA-AJ-A23N-01,TCGA-AJ-A2QM-01,TCGA-AJ-A3BD-01,TCGA-AJ-A3BF-01,TCGA-AJ-A3BH-01,TCGA-AJ-A3BK-01,TCGA-AJ-A3EK-01,TCGA-AJ-A3NG-01,TCGA-AJ-A3OJ-01,TCGA-AJ-A3OK-01,TCGA-AJ-A3OL-01,TCGA-AJ-A3TW-01,TCGA-AX-A2HH-01,TCGA-AX-A3FS-01,TCGA-AX-A3FT-01,TCGA-AX-A3FV-01,TCGA-AX-A3FW-01,TCGA-AX-A3FX-01,TCGA-AX-A3FZ-01,TCGA-AX-A3G4-01,TCGA-AX-A3G8-01,TCGA-AX-A3G9-01,TCGA-AX-A3GI-01,TCGA-B5-A0JN-01,TCGA-B5-A0K9-01,TCGA-B5-A1MS-01,TCGA-B5-A1MW-01,TCGA-B5-A3FA-01,TCGA-B5-A3FB-01,TCGA-B5-A3FC-01,TCGA-B5-A3FD-01,TCGA-B5-A3FH-01,TCGA-B5-A3S1-01,TCGA-BG-A0MK-01,TCGA-BG-A3EW-01,TCGA-BG-A3PP-01,TCGA-BK-A0CA-01,TCGA-BK-A0CC-01,TCGA-BK-A139-01,TCGA-BK-A13B-01,TCGA-BK-A26L-01,TCGA-BS-A0V4-01,TCGA-BS-A0V7-01,TCGA-D1-A2G0-01,TCGA-D1-A3DA-01,TCGA-D1-A3DG-01,TCGA-D1-A3DH-01,TCGA-D1-A3JQ-01,TCGA-DF-A2KN-01,TCGA-DF-A2KU-01,TCGA-DF-A2KV-01,TCGA-DF-A2KZ-01,TCGA-DF-A2L0-01,TCGA-DI-A1BU-01,TCGA-DI-A2QT-01,TCGA-DI-A2QY-01,TCGA-E6-A2P8-01,TCGA-E6-A2P9-01,TCGA-EO-A1Y7-01,TCGA-EO-A22U-01,TCGA-EO-A22X-01,TCGA-EO-A22Y-01,TCGA-EO-A3AU-01,TCGA-EO-A3AV-01,TCGA-EO-A3AY-01,TCGA-EO-A3AZ-01,TCGA-EO-A3B0-01,TCGA-EO-A3B1-01,TCGA-EO-A3KU-01,TCGA-EO-A3KW-01,TCGA-EO-A3KX-01,TCGA-EO-A3L0-01,TCGA-EY-A1GL-01,TCGA-EY-A1GO-01,TCGA-EY-A1GP-01,TCGA-EY-A1GX-01,TCGA-EY-A210-01,TCGA-EY-A2ON-01,TCGA-EY-A2OO-01,TCGA-EY-A2OP-01,TCGA-EY-A2OQ-01,TCGA-EY-A3L3-01,TCGA-EY-A3QX-01,TCGA-FI-A2EY-01,TCGA-FI-A3PX-01,TCGA-H5-A2HR-01,TCGA-K6-A3WQ-01,TCGA-KP-A3VZ-01,TCGA-KP-A3W0-01,TCGA-KP-A3W1-01,TCGA-KP-A3W3-01,TCGA-KP-A3W4-01
KRT17,4.0375,-0.3752,6.6433,6.057,4.986,8.222,3.186,5.8417,4.7138,7.1949,7.8821,1.8444,4.591,2.8502,7.0209,-0.5125,2.8178,7.6888,4.1724,8.6221,8.691,3.3689,-1.7322,0.9115,1.683,-1.6394,3.8798,8.5245,9.8304,5.0175,9.1064,6.3565,6.6069,8.8726,7.345,5.5558,4.352,4.6177,5.3872,9.1819,5.599,3.3979,1.766,4.28031879721,2.85022400903,-0.267084952148,5.7698,5.50636498005,5.773,6.0213,4.5491,5.9908,5.1347,-1.8836,4.4745,3.7389,1.8722,4.5886,5.3331,5.4627,6.6068,7.3162,5.4618,7.9821,0.3796,0.8961,6.0068,3.695,4.6083,9.4796,4.3313,6.7467,5.7916,1.5064,6.6152,7.6951,5.1215,6.0343,3.5299,9.6411,1.6045,2.7227,-0.3383,4.9635,6.4308,6.0985,5.2877,1.9452,5.2472,6.2978,8.1081,5.0743,5.3527,5.6247,5.5261,5.1478,-0.8599,5.251,5.5043
KRT18,8.7144,10.0853,8.7617,11.6079,9.7714,10.3655,7.6286,8.3517,8.3612,9.8047,10.8451,10.7409,9.885,9.363,8.7417,9.3074,8.5934,7.8369,9.2489,9.2381,4.1019,11.019,9.6156,9.7991,8.64,1.8404,9.3242,12.4595,10.803,7.8971,7.8592,9.085,8.5862,9.5946,9.1341,9.662,8.0941,9.5459,9.2474,8.9597,9.4821,8.4343,8.4429,7.18950534058,7.98018342849,6.59144881687,9.367,7.01053128823,10.4054,7.6403,10.2446,9.1492,9.3125,8.3808,8.6455,9.3516,11.1781,9.3546,9.5713,10.5833,10.6768,8.4172,8.855,10.824,8.8378,9.1783,9.7278,9.662,8.054,9.4557,10.8831,10.6509,12.9913,9.6949,8.1419,8.8412,8.7647,9.6392,9.6598,12.1458,9.689,8.9584,8.8327,8.8094,8.6846,8.983,9.817,8.5829,7.987,9.9279,9.8106,8.8854,9.9658,8.9459,9.9708,8.1946,8.8433,8.3871,8.881
KRT19,8.1261,9.3981,8.8884,9.1561,9.0547,10.4148,9.3372,8.5688,8.6721,10.0762,10.1356,10.4031,8.7407,7.9198,3.7367,9.3872,6.9741,8.563,9.0952,9.8424,7.7105,10.3097,2.4727,6.8074,5.5075,-1.0559,7.3882,11.6212,10.1916,9.0879,10.1892,9.0171,8.8116,8.7849,9.2414,8.5692,6.3374,8.3066,8.3204,9.2043,8.9611,7.8105,7.3161,7.89233489605,7.51982456215,6.18818872133,7.9677,6.6551294755,8.8399,6.5174,11.9559,9.7302,9.0444,8.4381,9.0824,9.1145,5.2884,9.5939,9.2328,7.3165,9.8381,8.3593,9.6693,10.2769,9.2168,4.843,10.0041,8.5458,8.4038,9.5112,11.2903,10.8118,12.5366,8.4275,9.8862,8.8361,9.08,8.4287,8.7916,12.1592,8.255,8.4932,6.8749,8.1071,9.131,9.5531,9.9523,6.7608,7.5103,8.9359,8.5306,8.2628,8.7855,9.2462,8.6677,7.3217,9.1046,7.501,7.4582
KRT20,-9.9658,-3.0469,-9.9658,-9.9658,-9.9658,-6.5064,-5.5735,-5.5735,-9.9658,-2.5479,-9.9658,-9.9658,-9.9658,3.0757,0.4865,-6.5064,-9.9658,4.0313,-9.9658,-9.9658,3.3869,-9.9658,-2.8262,-9.9658,-5.0116,-9.9658,-9.9658,-5.0116,-2.3147,-9.9658,-1.3921,-1.9379,-3.1714,-2.114,-9.9658,-5.0116,-9.9658,-6.5064,-5.5735,-9.9658,-6.5064,-3.3076,-9.9658,-1.07095407412,-1.45004262805,-5.57343572457,-9.9658,-4.60819860798,-2.114,-9.9658,3.2781,-1.0559,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-1.9942,-4.6082,-9.9658,-1.9379,-4.035,-2.9324,-6.5064,-4.6082,-9.9658,-2.7274,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-2.4659,-9.9658,-2.9324,-9.9658,-6.5064,-9.9658,-2.0529,-6.5064,-9.9658,-9.9658,-3.458,-5.0116,-0.7834,-6.5064,-6.5064,-1.2481,-3.458,-9.9658,-3.458,0.1257,-9.9658,-9.9658,-9.9658,-9.9658
KRT23,-0.0877,-2.0529,3.1733,4.5224,1.0503,6.9185,4.8445,4.9955,4.845,4.9369,6.1717,2.5011,5.2965,4.1692,2.9802,1.7702,4.7426,3.0323,1.7786,6.3413,5.3872,-0.1993,-3.458,4.2833,3.9801,3.6737,3.5022,2.59,4.1474,1.4911,4.8269,3.2617,2.7508,5.2079,5.0739,5.0484,3.3464,3.6113,3.5149,3.9901,6.3592,0.3685,0.4761,5.16010123542,1.53652035133,5.84121784395,6.3025,3.9787790208,4.3046,2.1894,-0.7834,2.8562,2.4623,3.0305,1.5998,4.891,4.2646,3.1733,2.9413,4.391,4.5687,0.9642,3.2722,2.4359,6.7965,1.8722,7.5557,3.6042,5.0211,6.2447,4.6047,3.8837,1.8484,5.6648,1.6466,5.3342,4.8218,2.5061,6.1731,9.9617,-0.4521,8.4849,6.0518,1.4388,2.3394,4.5249,6.5808,3.4907,-2.3884,0.5955,3.1572,-3.6259,1.5514,5.2593,1.4335,6.7592,4.3896,4.1061,5.6944
KRT24,-9.9658,-6.5064,-4.6082,-9.9658,-2.7274,-9.9658,-3.6259,-9.9658,-9.9658,-9.9658,-9.9658,-0.6643,-9.9658,-4.035,-5.0116,-1.2481,-5.5735,-5.0116,-9.9658,-9.9658,-9.9658,1.4652,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.4659,-1.685,-9.9658,-1.1488,-1.5105,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-6.5064,-1.8314,-9.9658,-9.9658,-3.3076,-9.9658,-3.62596789105,-5.26538513648,-5.96579642569,-1.1811,-9.9658,-9.9658,-9.9658,-3.1714,-9.9658,-4.2934,-6.5064,-6.5064,-2.8262,-9.9658,-2.2447,-3.1714,-9.9658,-9.9658,0.605,-9.9658,-1.2828,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,0.7407,-3.816,-4.2934,-9.9658,-9.9658,-3.816,-9.9658,-6.5064,-5.0116,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-6.5064,-5.5735,-3.816,-6.5064,-9.9658,-9.9658,-9.9658,-2.3147,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-1.8314,-5.0116,-9.9658
KRT25,-2.114,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,2.0638,-5.0116,-9.9658,-5.5735,-9.9658,-9.9658,-2.7274,-9.9658,2.05,-5.0116,-2.9324,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-5.0116,-9.9658,-4.2934,-6.5064,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.57343572457,-5.57343572457,-2.4659,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-0.0277,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,3.5718,-9.9658,-6.5064,1.0503,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,1.8119,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-0.6416,0.2642,-6.5064,-6.5064
KRT26,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.816,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-7.380866483,-9.9658,-2.63491251743,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.8262,-6.5064,-5.0116,-3.0469,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,3.4277,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
KRT27,-2.6349,-2.6349,-9.9658,-5.0116,-9.9658,-9.9658,-5.0116,-5.0116,-9.9658,-2.1779,-3.0469,-1.8836,-2.4659,-1.9379,-4.2934,-5.0116,-0.5332,-9.9658,-9.9658,4.579,-9.9658,0.8647,-9.9658,-9.9658,-9.9658,3.0428,-9.9658,-1.5951,-2.5479,-4.035,-0.9686,-3.0469,-5.0116,1.9527,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-2.4266166317,-9.9658,-3.4579515442,-2.1779,-9.9658,-9.9658,-9.9658,-1.8836,-2.3147,-0.9132,-9.9658,-2.9324,-4.6082,-9.9658,0.7146,-4.2934,0.058,-4.2934,-0.8599,-1.9379,-3.6259,-9.9658,-9.9658,-2.7274,0.0014,-5.0116,5.0409,0.346,0.1124,0.1648,-5.5735,0.3573,-4.6082,-4.2934,-3.0469,-9.9658,3.5262,-3.0469,9.5479,-0.9686,-9.9658,-4.2934,-2.7274,-0.8339,-6.5064,-5.5735,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,0.8327,0.4761,-9.9658,-3.6259
KRT28,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-2.7274,-2.7274,-9.9658,-9.9658,-5.0116,-9.9658,2.7095,-5.5735,-9.9658,-6.5064,-9.9658,-9.9658,6.5187,-9.9658,-9.9658,-2.2447,-9.9658,-9.9658,-9.9658,-9.9658,-1.685,-5.0116,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.6259,-5.26538513648,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-1.2828,-9.9658,2.4571,-9.9658,-9.9658,-4.035,-6.5064,-9.9658,-9.9658,-9.9658,-2.3147,-9.9658,-0.6193,-9.9658,6.3477,-3.6259,-6.5064,-9.9658,-9.9658,-3.458,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.6349,-9.9658,0.0854,-9.9658,-9.9658,-9.9658
KRT31,-3.816,-4.2934,-5.0116,-2.114,-4.035,-9.9658,-0.6416,-5.5735,-9.9658,-9.9658,-5.5735,-9.9658,0.1124,-9.9658,0.7999,-2.9324,-5.0116,-6.5064,-9.9658,4.3428,5.0657,-9.9658,-9.9658,-9.9658,-5.0116,-5.0116,-5.0116,-1.0862,-4.6082,-3.1714,-1.2481,-5.0116,-9.9658,-0.4521,-5.5735,-0.7346,-5.5735,-5.5735,-9.9658,-9.9658,-1.1811,-5.5735,-5.5735,-3.10776826593,-9.9658,-4.60819860798,0.2154,-4.60819860798,-9.9658,-9.9658,-4.2934,-3.3076,-9.9658,1.1833,-6.5064,-5.0116,-5.5735,-9.9658,-1.9379,-4.035,-9.9658,-1.3183,-2.9324,-5.5735,-4.035,-5.0116,-1.8314,-3.816,-4.2934,5.4367,-9.9658,-2.4659,-9.9658,0.7321,-9.9658,-4.2934,-6.5064,-1.0262,-6.5064,5.3089,-9.9658,2.9167,-9.9658,-6.5064,-2.3147,-1.7809,-5.5735,-9.9658,-5.0116,-5.5735,-2.8262,-6.5064,-9.9658,-5.0116,-3.458,-9.9658,-6.5064,-4.035,-5.0116
KRT32,-9.9658,-9.9658,-9.9658,-3.6259,-5.0116,-9.9658,-3.458,-6.5064,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-3.816,-1.1488,-9.9658,-6.5064,-3.458,-9.9658,-5.0116,-1.7322,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-2.7274,-9.9658,-9.9658,-4.2934,-6.5064,-9.9658,-9.9658,-9.9658,-3.3076,-9.9658,-7.380866483,-9.9658,-5.57343572457,-4.035,-9.9658,-9.9658,-4.6082,-9.9658,-6.5064,-5.0116,-3.6259,-4.6082,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-5.5735,-9.9658,-9.9658,-5.5735,-6.5064,-9.9658,-5.0116,-9.9658,-9.9658,2.081,-6.5064,-9.9658,-2.3884,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.6259,-9.9658,-3.1714,-9.9658,-3.816,-9.9658,-5.5735,-2.5479,-4.6082,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-6.5064,-9.9658,-9.9658,-2.8262,-6.5064
KRT33A,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.6259,-4.2934,-9.9658,-1.8836,-4.2934,-9.9658,-5.5735,-9.9658,-9.9658,-1.9942,-9.9658,-5.5735,-1.6394,-9.9658,-2.6349,-1.6394,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.816,-9.9658,-5.5735,-5.0116,-5.5735,-9.9658,-2.6349,-4.2934,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-5.5735,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-2.3147,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-1.4699,-2.3147,-9.9658,-9.9658,-9.9658,-9.9658,-1.5951,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-5.0116,-9.9658,-9.9658,0.4016,-9.9658,-9.9658,-9.9658,-1.5105,-9.9658,-5.5735,-9.9658,-4.6082,-4.6082,-3.458,-9.9658,-0.6873,-0.5332,-9.9658,-3.0469,-3.458,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-5.5735,-9.9658
KRT33B,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-3.816,-9.9658,-9.9658,-5.5735,-9.9658,-1.9942,-9.9658,-2.7274,-5.5735,-9.9658,-9.9658,-9.9658,-2.6349,-3.816,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-3.816,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-5.5735,-6.50638501219,-9.9658,-9.9658,-1.4699,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-6.5064,-9.9658,-9.9658,-6.5064,-5.5735,-9.9658,-9.9658,2.1702,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-2.8262,-9.9658,1.1447,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658
KRT34,-6.5064,-9.9658,-5.0116,-9.9658,-3.816,-5.5735,-2.114,-4.6082,-9.9658,-9.9658,-9.9658,-5.5735,-2.0529,-9.9658,-2.3884,-2.6349,-9.9658,-6.5064,-9.9658,0.9568,-3.3076,-5.0116,-9.9658,-9.9658,-6.5064,-9.9658,-3.6259,-4.2934,-6.5064,-9.9658,-3.816,-6.5064,-4.6082,-4.6082,-5.0116,-3.1714,-5.0116,-6.5064,-5.5735,-9.9658,-1.9942,-5.5735,-6.5064,-5.01154203784,1.47043393421,-4.7958228525,-9.9658,-9.9658,-4.2934,-1.4305,-9.9658,-9.9658,-5.0116,-0.1665,-9.9658,-5.0116,-5.0116,-9.9658,-5.5735,-9.9658,-9.9658,-6.5064,-5.0116,-5.5735,-9.9658,-9.9658,-3.6259,-9.9658,-9.9658,0.547,-5.0116,-9.9658,-0.0725,-4.6082,-5.5735,-2.7274,-9.9658,-4.6082,-6.5064,0.0158,-9.9658,2.909,-6.5064,-9.9658,-3.0469,-4.2934,-5.0116,-9.9658,-9.9658,-9.9658,-3.1714,-5.0116,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-6.5064
KRT35,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.458,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-9.9658,-9.9658,-6.5064,-5.0116,-9.9658,-9.9658,-9.9658,-5.0116,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-6.5064,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,0.7579,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-3.6259,-9.9658,-9.9658,-9.9658,-2.7274,-4.035,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-9.9658
KRT36,-6.5064,-1.5522,-4.2934,-1.6394,-6.5064,-9.9658,-9.9658,-4.2934,-9.9658,-2.8262,-5.5735,-3.816,-1.3183,-2.9324,-5.5735,-5.0116,-5.0116,-6.5064,-3.1714,-2.7274,-4.035,-3.1714,-9.9658,-6.5064,-9.9658,-9.9658,-4.6082,-2.6349,-9.9658,-9.9658,-4.2934,-5.5735,-3.1714,-3.1714,-4.2934,-9.9658,-2.3884,-3.0469,-4.2934,-9.9658,-1.4305,-5.0116,-5.0116,-4.15840789793,-9.9658,-4.60819860798,0.4233,-5.96579642569,-9.9658,-9.9658,-5.5735,-5.0116,-9.9658,-3.816,-2.8262,-2.3884,-1.3548,-9.9658,-9.9658,-9.9658,-3.816,-9.9658,-2.8262,-3.0469,-6.5064,-9.9658,-6.5064,-4.035,-9.9658,4.4067,-5.0116,-5.0116,-9.9658,-0.7108,-2.2447,-0.8599,-9.9658,-5.5735,-4.6082,0.2762,-5.0116,-0.1993,-6.5064,-3.1714,-4.6082,-0.013,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-6.5064,-2.9324,-9.9658,-6.5064,-5.5735,-4.2934,-3.816,-6.5064
KRT37,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-3.816,-9.9658,-9.9658,-5.96579642569,-9.9658,-4.60819860798,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.3076,-4.6082,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,0.8568,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,3.2143,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
KRT38,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-1.9942,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-4.2934,-9.9658,-4.6082,-9.9658,-9.9658,-6.5064,-9.9658,-6.5064,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-6.5064,-6.5064,-6.5064,-6.5064,-5.5735,-2.0529,-9.9658,-5.0116,-3.458,-9.9658,-0.9686,-9.9658,-9.9658,-9.9658,-9.9658,-5.26536511837,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-0.3022,-5.0116,-5.5735,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-4.2934,-9.9658,-9.9658,-9.9658,-9.9658,3.5584,-5.5735,-6.5064,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-5.5735,-6.5064,-3.816,-9.9658,-2.114,-5.5735,-6.5064,-4.035,-9.9658,-1.0862,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-6.5064,-6.5064,-5.0116,-9.9658
KRT39,-6.5064,-9.9658,-9.9658,-2.7274,-9.9658,-9.9658,-5.0116,-4.2934,-9.9658,-1.4699,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-5.0116,-5.0116,-2.4659,-2.3147,-9.9658,-6.5064,-6.5064,-5.0116,-4.6082,-5.0116,-9.9658,-9.9658,-5.0116,-3.3076,-5.5735,-9.9658,-3.6259,-5.0116,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-3.1714,-6.5064,-9.9658,-3.10783425606,-9.9658,-3.30754044758,-9.9658,-3.30758484692,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.6259,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.6349,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,0.4657,-4.6082,-9.9658,-1.5522,-3.0469,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-2.7274,-9.9658,3.5982,-5.0116,-5.0116,-5.5735,-4.6082,-9.9658,-9.9658,-9.9658,-3.6259,-9.9658,-2.8262,-9.9658,0.1648,-5.0116,-9.9658,-5.0116,-9.9658,-9.9658
KRT40,-5.5735,-9.9658,-5.0116,-9.9658,-9.9658,-6.5064,-1.9942,-5.0116,-4.6082,-3.3076,-6.5064,-9.9658,-4.2934,-1.0862,-3.6259,-6.5064,-2.2447,-2.6349,-3.0469,-9.9658,-5.5735,-9.9658,0.0718,-9.9658,-5.0116,-9.9658,-6.5064,-9.9658,-5.5735,-2.1779,-2.2447,-9.9658,-3.6259,-6.5064,-3.458,-9.9658,-9.9658,-3.816,-9.9658,-2.1779,-2.2447,-5.5735,-9.9658,-2.08314344811,-4.4422327424,-3.53949470049,-9.9658,-1.57345638741,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-5.0116,-2.5479,-5.5735,-5.5735,-9.9658,-9.9658,-3.458,-0.5543,-9.9658,-6.5064,-6.5064,-2.9324,-2.1779,-9.9658,-9.9658,-9.9658,-2.5479,-2.6349,-5.5735,-9.9658,-5.0116,-4.2934,-9.9658,-9.9658,-5.5735,-3.0469,-3.3076,-9.9658,-3.3076,-9.9658,-9.9658,-6.5064,-6.5064,-9.9658,-9.9658,-9.9658,-4.2934,-6.5064,-9.9658,-9.9658,-9.9658,-5.5735
