gene_name,TCGA-OR-A5J2-01,TCGA-OR-A5J3-01,TCGA-OR-A5J6-01,TCGA-OR-A5J7-01,TCGA-OR-A5J8-01,TCGA-OR-A5J9-01,TCGA-OR-A5JA-01,TCGA-OR-A5JP-01,TCGA-OR-A5JR-01,TCGA-OR-A5JS-01,TCGA-OR-A5JT-01,TCGA-OR-A5JV-01,TCGA-OR-A5JW-01,TCGA-OR-A5JY-01,TCGA-OR-A5JZ-01,TCGA-OR-A5K0-01,TCGA-OR-A5K1-01,TCGA-OR-A5K3-01,TCGA-OR-A5K4-01,TCGA-OR-A5K5-01,TCGA-OR-A5K6-01,TCGA-OR-A5K8-01,TCGA-OR-A5KO-01,TCGA-OR-A5KU-01,TCGA-OR-A5KW-01,TCGA-OR-A5KX-01,TCGA-OR-A5KY-01,TCGA-OR-A5KZ-01,TCGA-OR-A5LD-01,TCGA-OR-A5LG-01,TCGA-OR-A5LH-01,TCGA-OR-A5LJ-01,TCGA-OR-A5LK-01,TCGA-OR-A5LL-01,TCGA-OR-A5LM-01,TCGA-OR-A5LN-01,TCGA-OR-A5LO-01,TCGA-OR-A5LP-01,TCGA-OR-A5LS-01,TCGA-OR-A5LT-01,TCGA-OU-A5PI-01,TCGA-PA-A5YG-01,TCGA-PK-A5H8-01,TCGA-PK-A5H9-01,TCGA-PK-A5HA-01
MYLK,3.1588,0.8327,0.8082,2.1114,2.0004,2.0844,1.8363,0.9789,2.1734,0.4016,2.0707,2.7847,1.4174,1.2934,1.1641,0.5859,2.872,-0.5543,0.1776,-1.5522,0.0854,0.0718,1.6695,0.8164,1.6045,0.3796,2.3816,1.9638,-0.3383,1.0151,1.0642,1.6466,2.7139,0.9115,0.3796,-0.013,2.5338,3.2572,0.2881,0.547,2.6348,2.4701,0.517,4.034,2.2175
MYLK2,-3.816,-3.816,-3.3076,-1.0262,-1.0862,-1.3548,-1.7322,-0.9686,-6.5064,-5.5735,-2.9324,-3.816,-3.3076,-1.1811,-4.6082,-1.8314,-6.5064,-5.5735,-4.035,-3.816,-3.6259,-2.7274,-2.8262,-4.035,-3.0469,-3.0469,-0.7588,-0.7346,-1.0862,-5.5735,-4.2934,-1.2481,-4.2934,-4.6082,-3.458,-9.9658,-4.2934,-6.5064,-3.816,-2.3147,-2.8262,-6.5064,-3.0469,-6.5064,-3.0469
MYLK3,-1.5105,-4.2934,0.9419,-5.0116,-4.2934,-4.6082,-2.1779,-3.1714,-1.8314,-4.2934,0.7999,-4.035,-3.6259,-5.5735,2.4597,-5.5735,1.2756,-3.816,2.6533,-9.9658,-6.5064,-5.5735,-0.2498,-3.816,-3.0469,-3.6259,-5.0116,-3.1714,-5.0116,-3.3076,-3.816,-6.5064,-6.5064,-2.6349,-3.1714,-5.5735,-5.0116,-3.816,-3.3076,-5.5735,-4.2934,-3.0469,2.0183,2.4198,-1.1811
MYLK4,-5.0116,-1.9379,-3.1714,-1.3548,-3.816,-2.8262,-1.1172,-2.114,-2.9324,-3.6259,-1.9379,-3.6259,-1.5105,-2.6349,-3.1714,-4.2934,-3.816,-3.816,-2.6349,-2.9324,-2.114,-4.2934,-1.7322,-2.6349,-3.0469,-2.9324,-3.6259,-2.2447,-6.5064,-3.6259,-1.9379,-5.5735,-2.5479,-4.035,-3.3076,-4.2934,-1.0862,-2.0529,-2.1779,-4.035,-2.4659,-2.5479,-1.7809,-0.2845,-3.1714
NAIP,-0.2159,-0.0425,1.7446,-0.4325,2.6278,1.3167,1.614,-0.3022,0.7407,1.1382,-0.2845,2.0218,1.9264,2.4985,1.0573,1.1897,0.6699,-0.2328,1.9415,0.2277,1.4494,1.0363,1.5165,1.8323,0.7058,1.4011,1.9111,0.7916,1.884,1.4011,1.1447,2.0742,2.3788,1.5115,1.3511,1.2455,1.0573,1.4441,2.0004,1.6466,1.0779,1.7097,1.5266,0.9268,1.6512
NAMPT,6.3136,5.905,4.3716,4.3793,5.7544,3.6916,5.8001,4.1531,4.673,4.9566,4.9379,6.4234,5.2457,5.2369,4.6736,4.1086,4.6826,4.7323,4.8885,2.7805,3.836,3.7919,4.9635,4.0935,5.6792,4.3965,4.2578,5.1219,2.1147,4.1724,6.0025,4.7709,3.7083,4.7383,4.7866,2.9488,4.576,5.2601,4.162,2.8877,5.0365,4.7038,4.9256,3.3731,4.1086
NANOG,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-6.5064,-6.5064,-6.5064,-1.2828,-2.7274,-1.9942,-9.9658,-3.1714,-4.2934,-3.816,-5.5735,-6.5064,-9.9658,-6.5064,-3.3076,-6.5064,-9.9658,-4.2934,-6.5064,-9.9658,-3.0469,-2.7274,-6.5064,-9.9658,-9.9658,-4.2934,-6.5064,-5.0116,-5.5735,-6.5064,-5.5735,-1.685,-9.9658,-6.5064,-3.1714,-3.6259,-6.5064,-9.9658,-4.6082,-9.9658
NANOGP8,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-3.3076,-9.9658,-9.9658,-9.9658,-2.7274,-9.9658,-9.9658,-2.6349,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.4659,-9.9658,-4.6082,-9.9658,-4.6082,-5.0116,-9.9658,-9.9658,-9.9658,-4.2934,-9.9658,-9.9658,-9.9658,-2.3884,-3.816,-4.035,-9.9658,-9.9658,-2.5479,-1.6394,-4.6082,-2.9324,-4.6082,-9.9658,-9.9658
NBL1,0.7916,1.7229,2.6783,0.8726,6.7147,5.3643,2.2482,2.0946,1.4335,3.1987,1.8996,0.7493,1.9149,1.1382,1.884,2.3048,1.7403,0.434,2.4675,2.3106,1.2271,0.9935,2.6783,5.8645,1.7744,1.0433,3.29,4.7934,3.8218,3.8239,1.9822,1.4441,1.949,2.9281,3.2959,1.4065,3.0463,3.7017,1.7229,1.7489,3.9755,2.6067,2.0638,1.7053,2.909
NCF1,-0.5125,-1.685,1.3846,-1.7809,3.2944,-0.3752,-0.394,-0.9686,0.537,-1.3921,-0.7346,2.9857,-0.0277,1.2636,0.7493,-0.4921,0.2762,1.1897,-0.7346,-0.5973,0.1519,-0.9971,-2.0529,0.1388,-0.5125,-1.0559,1.0503,0.1388,-0.9971,1.8484,0.4125,0.24,2.2421,-1.4699,0.7748,1.5064,-1.3548,1.2271,-0.6643,-0.7834,-0.8863,1.5514,0.9038,0.7146,1.5165
NCK1,4.2616,2.8994,2.2421,2.9375,3.6405,3.5212,3.0498,2.9488,3.5608,3.6589,3.3506,4.5916,3.0287,2.7379,3.6451,2.409,3.3869,2.3926,3.3842,2.909,2.8442,1.6875,4.0773,2.9109,3.1458,3.0498,3.2205,3.9204,0.6332,3.3264,3.3061,3.7061,2.7422,3.8054,2.6161,2.3592,3.616,4.0833,4.1343,3.1426,4.235,4.1907,3.2267,3.7464,3.87
NCK2,4.9496,2.8936,3.8187,4.1384,5.8914,4.366,3.002,2.1444,3.6703,4.443,3.5387,3.6872,3.0056,3.0163,3.7593,3.9012,3.7356,2.2175,4.0488,4.3169,3.4197,3.9022,3.7539,2.8462,4.6736,4.4236,3.3661,4.3177,3.0961,3.186,4.287,3.2328,2.96,3.4765,3.2112,2.236,3.002,3.8269,2.6371,4.2714,3.616,3.3661,3.1179,3.9468,3.834
NCOA1,3.795,2.6984,3.0498,2.0776,3.1892,3.1426,1.8957,2.7422,3.6277,2.7292,3.6266,2.651,2.7993,3.8451,3.0498,3.0234,2.6579,1.6374,2.9875,2.5238,2.6161,1.6374,2.3451,2.362,2.4144,2.694,2.5658,2.6395,3.2313,1.7141,2.6019,2.2693,2.3423,2.6579,2.036,1.8323,2.6371,2.9205,2.6232,2.6019,2.9413,2.8819,2.1574,3.6066,2.2573
NCOA2,3.4291,1.5709,1.9786,1.7828,1.6649,3.2587,1.5902,2.233,3.6207,2.6395,3.1749,3.3993,2.4675,1.816,3.5199,1.6785,2.9109,1.1184,3.6382,1.4547,1.6875,0.9935,3.3856,2.0218,2.3592,1.9786,1.8078,3.1685,1.4859,1.9675,2.0465,1.4756,0.6699,3.3478,1.5266,1.46,2.4779,2.676,2.4908,1.5266,2.5972,2.4117,2.6325,3.1261,2.4908
NCOA3,3.1507,1.683,1.5266,1.7828,3.0217,2.1638,1.6466,1.8604,2.7401,2.1734,3.2049,2.8897,2.8641,2.578,3.3017,2.118,2.8542,1.5013,3.0002,1.7273,1.934,1.7954,1.7744,1.692,1.3679,2.9243,1.8643,3.1344,0.1124,1.8119,1.6093,2.3479,1.683,3.5124,1.949,1.196,1.3283,2.9802,1.7446,2.2237,2.3898,2.4544,2.6805,2.7314,2.4857
NCOR1,4.2126,3.027,3.9299,3.6872,4.439,4.2126,3.7741,3.9261,3.616,4.3356,3.7898,3.6184,3.6861,4.1899,3.8729,3.716,3.4945,2.7139,3.8551,3.9327,4.2965,2.7227,3.9524,3.6219,3.6066,4.2126,3.8177,4.5211,3.6301,4.3133,3.2143,3.5839,2.8661,4.9486,3.1604,3.0671,3.5424,3.5815,3.1278,4.447,3.831,2.971,3.8847,5.0414,3.4007
NCOR2,7.0042,5.3345,3.3492,4.9828,6.7288,6.2646,5.4175,6.1485,6.0451,5.854,7.0715,5.643,5.9265,5.4948,7.0131,6.0449,6.0631,5.3295,7.2006,5.889,4.9782,4.6606,4.9505,6.194,6.297,5.2289,6.8286,5.6499,4.0251,5.0383,6.347,4.3681,5.3016,5.6637,5.9883,4.5355,5.9679,6.3958,5.0357,5.0553,5.9905,5.5772,5.5668,6.2229,5.9681
NCSTN,6.7482,5.445,5.855,5.554,5.9757,6.0851,5.8118,5.5119,5.7642,5.8778,6.0016,5.8751,4.8125,6.1699,5.4842,6.6771,5.7342,5.07,6.1326,6.143,6.0907,5.0387,5.8513,5.2468,5.1954,6.4405,5.4813,6.2371,5.1563,6.3848,5.2529,5.168,5.1244,8.853,5.2578,5.6662,4.8817,5.6106,5.1985,6.3158,4.7903,5.3664,5.9383,5.7096,6.2342
NEK7,4.5675,4.1852,4.1103,3.4304,2.9784,3.6994,3.222,4.4183,4.4686,3.4791,4.9036,5.2679,3.5337,4.425,5.7458,2.3337,4.1103,2.2543,4.2639,3.335,3.4477,3.0323,4.437,3.9041,3.0825,3.3076,3.0181,3.5803,3.0585,4.3378,3.8461,2.5536,1.5366,5.2858,2.5996,2.9618,3.1162,4.061,4.479,3.6905,4.0118,3.741,3.9393,4.4549,2.8199
NEO1,5.0934,2.9394,0.2881,0.6517,3.8451,2.6602,2.8361,1.3901,2.8974,2.8055,2.4386,1.5064,3.8501,2.6783,2.2573,2.036,1.0151,-0.0425,2.2931,2.0395,2.6693,0.8164,2.118,3.2282,3.0287,1.8201,2.0776,0.4865,0.7058,1.4652,2.1378,1.3397,1.2516,3.2267,2.2237,1.2209,3.867,2.7805,2.7993,2.3843,3.7116,2.3106,1.7617,3.5461,1.787
NF1,3.3003,2.4279,1.9712,1.8683,1.8323,2.7161,1.8683,0.6145,2.8641,1.8404,2.5707,2.409,1.5216,3.3535,3.2096,2.5036,1.6045,0.7579,2.5972,2.3981,2.4412,1.0222,2.4225,1.9377,1.9749,2.1766,1.8564,1.6281,1.1184,2.2663,1.8643,2.0004,1.2023,3.623,1.6374,1.6281,2.5388,2.3394,2.1574,2.77,2.1411,1.9264,2.4198,3.3925,2.0254
NF2,2.6783,2.5658,1.9527,1.9073,2.7117,2.1147,2.753,3.1327,1.3846,3.7432,1.8996,1.412,2.0254,2.1411,1.9452,3.4778,1.7141,1.8078,2.8994,2.6043,3.4517,2.3394,2.236,2.6019,2.4934,1.7273,2.9525,2.828,3.3619,2.1862,2.8117,2.5087,1.5612,2.909,1.5115,1.196,2.4225,2.4117,2.2693,1.5465,2.7763,2.2113,1.0847,2.4805,1.3225
NFATC1,2.1313,0.1124,2.7679,0.8726,3.1924,2.2663,0.4761,0.6699,0.679,-0.1504,0.4447,1.7229,-0.6416,-0.9971,-0.9406,-1.2828,-0.2328,-1.8836,2.118,0.3346,0.2522,-0.1828,0.7321,-1.2481,-0.9686,1.4388,0.4125,-0.2328,-0.394,-0.3566,0.1124,2.6161,0.2029,1.8282,-0.4131,-0.5543,-0.1187,-0.0725,0.7999,-2.2447,1.1316,0.2998,-0.4325,2.1957,1.5115
NFATC2,-0.2328,-2.0529,-1.1811,-2.1779,1.0915,0.2029,-1.3548,-2.6349,-1.0862,-0.9971,0.2522,0.9268,-1.8314,-0.7108,-0.0574,-4.6082,-0.8599,-1.7322,-0.9971,-2.7274,-0.2498,-2.7274,-2.5479,-0.1828,-2.114,-2.6349,0.1257,-1.9379,-1.9379,0.3115,-0.9686,1.5316,0.2029,-1.3183,-1.1811,-0.5756,-0.7588,-0.4921,-1.4699,-0.6873,0.1776,0.679,-1.6394,-0.8084,-0.6873
NFATC3,2.3451,1.9452,1.1706,0.6332,1.3109,1.9188,2.2421,1.0642,2.6138,2.3366,2.4675,2.2931,2.5413,2.2421,3.1311,1.0983,2.0218,0.7407,3.2143,0.9862,2.3451,1.0847,1.5064,2.0878,2.4908,1.8683,1.9302,2.4518,2.4063,2.4623,1.4011,1.4652,1.0222,2.299,1.934,0.2642,2.3164,2.6895,2.1862,1.8119,3.2885,2.8877,1.8242,2.6487,1.5998
NFATC4,5.516,7.2981,3.6759,5.6539,5.3541,9.1793,6.4406,6.152,0.099,6.5796,0.2762,5.6279,5.5802,6.0492,0.03,7.5444,0.605,-1.3548,-0.1828,6.8997,6.5149,6.1595,6.0753,7.2061,7.2605,7.5382,6.473,6.3563,7.4268,5.6088,5.5759,6.5481,0.1388,5.3144,7.1943,0.4016,8.1122,1.6875,8.3031,6.2265,7.9889,1.5216,0.8568,2.2482,2.1862
NFKB1,2.7117,1.8957,2.6114,2.1541,3.3869,3.1507,2.496,3.0842,3.4102,2.3135,3.1669,3.4451,3.2541,2.3394,3.055,2.9013,2.3564,0.7407,4.0824,1.9968,2.6647,1.1577,2.8542,2.6984,2.9581,3.4596,1.642,2.5876,-0.1031,1.7097,2.9637,1.3511,1.5514,3.3979,2.118,1.3623,3.3221,2.6783,2.4857,1.412,3.5237,2.9356,1.3454,4.3227,2.5238
NFKB2,4.073,3.3938,3.1129,4.2404,5.0553,3.8983,4.3039,4.8929,3.8964,3.3003,3.5486,3.7582,3.7432,4.0841,4.314,4.0348,4.1891,3.1507,4.0348,4.6588,3.136,3.335,3.3407,2.9469,3.3061,3.5682,4.3653,3.716,3.7582,3.8269,4.1327,3.7815,2.8055,3.0323,3.4674,3.6195,4.0028,3.5299,4.2281,3.3003,4.0841,2.9469,3.222,4.0601,4.5243
NFKBIA,5.082,5.8187,6.7149,6.4103,6.966,8.82,5.6445,6.7969,6.7078,5.865,7.2205,6.5665,6.8714,5.9158,6.1044,5.5339,6.9356,5.8235,6.3915,4.1441,5.7277,6.4951,6.9843,6.2625,7.3162,8.1259,5.7118,5.51,4.836,7.5546,7.5656,4.8385,5.5702,7.2297,5.9718,5.9435,7.1775,6.3178,6.1743,6.5208,6.8652,6.6722,7.3234,7.5566,6.8878
NFKBIB,3.0463,4.0313,4.7225,3.551,4.6089,4.7945,4.8704,4.2736,3.5572,4.01,3.6883,3.7453,3.795,3.7443,3.2205,3.5596,3.4556,3.863,3.4997,3.8611,3.741,4.0662,3.928,3.8269,3.6703,3.9654,3.9051,3.7825,3.162,4.431,4.0233,3.573,2.8341,3.2343,4.4556,3.0893,3.3521,4.0497,3.6136,3.7432,4.0471,4.1764,4.9284,3.5547,3.1523
NFKBIE,0.7407,2.0076,2.5112,3.1095,4.4945,1.4388,3.7204,3.7291,2.3479,2.9224,1.6785,2.2573,2.4492,2.8994,2.362,3.2662,2.8158,2.3788,2.8779,3.1908,2.8034,2.043,2.362,2.4252,2.4883,2.4675,2.3926,3.3647,1.7141,3.3017,3.8769,1.9931,3.3307,1.5366,3.1844,2.5288,1.6281,1.816,1.4911,1.674,1.4065,2.236,1.9452,2.6579,2.6805
NGF,0.4233,0.6425,1.0847,1.736,1.7446,-0.2328,2.7763,2.0465,1.9895,1.2934,1.0433,-1.5951,0.03,0.3115,1.1897,-0.9132,2.3337,3.5718,2.3649,-0.7346,1.0151,1.4859,0.9419,-0.0725,0.1648,1.4911,1.3454,1.9034,-1.2142,1.8604,1.5854,1.4065,-2.6349,0.2277,1.7097,-0.7588,1.2147,2.1766,-3.3076,2.1638,0.3573,0.4865,2.2206,-0.4521,-1.8314
NGFR,2.4883,1.2815,0.1388,1.5612,1.0779,0.0158,1.0503,2.4597,1.0642,0.8246,1.642,-1.3548,0.688,1.9111,-1.5951,5.0993,1.9931,-9.9658,-0.013,-2.1779,0.346,0.517,0.03,0.4233,0.3573,-3.458,3.2096,1.1512,-0.8339,2.3788,0.24,0.9419,-0.6873,2.0465,-1.5105,-0.9132,-0.5332,1.5563,-2.8262,-1.1811,2.7007,-0.0425,-0.8339,1.2576,-5.5735
NKD1,5.5274,-1.0262,-9.9658,-3.6259,-5.0116,1.4962,-2.9324,-2.5479,-1.5522,0.7916,-1.2828,-1.7809,-0.1345,1.8643,-4.2934,0.9343,-1.685,-3.3076,-0.5125,4.5547,1.3956,-1.9379,-1.8314,5.2495,-2.8262,-1.5522,0.8726,-1.2481,-0.7108,-1.0262,-1.9942,2.5487,-3.6259,-3.458,-2.0529,-5.5735,0.1124,-2.2447,-1.1488,0.4761,0.8164,-0.9406,-4.6082,-2.9324,-3.816
NKD2,-1.1811,-0.8084,-5.5735,-0.7108,-0.1828,-0.2845,-1.9942,-2.2447,-3.6259,-2.5479,-3.0469,-6.5064,-2.1779,-2.8262,-2.1779,-3.816,-0.6416,-4.6082,-4.6082,1.7828,-3.458,-1.5105,-1.9379,-1.2481,-5.0116,-2.6349,-1.685,-1.7322,-2.8262,-1.5951,-1.4305,-2.1779,-2.6349,-0.1031,-3.3076,-5.0116,-0.2159,-2.7274,-0.1665,-9.9658,-0.4325,-2.114,-5.0116,-1.8836,-3.6259
NLK,4.0019,3.794,3.2944,3.8431,2.7249,3.8788,3.0428,3.2251,2.2391,5.3045,2.4465,3.0808,3.3883,4.4713,2.6533,5.7112,2.7444,2.578,2.2051,4.9251,4.7415,3.1095,3.7116,4.0375,2.8602,4.5154,4.0952,4.1684,2.6067,5.7931,3.4971,4.2943,1.6604,6.3782,2.3337,1.8323,3.9051,2.6918,3.136,3.5098,3.2602,2.5828,2.9488,3.832,2.6067
NLRC4,-1.8314,-2.3884,-0.2328,-2.6349,1.7702,-2.1779,-1.5522,-3.0469,-1.7809,-2.5479,-2.2447,0.03,-2.4659,-1.2481,-1.7322,-3.1714,-3.6259,-2.2447,-2.0529,-2.3884,-0.8863,-2.4659,-2.5479,-2.2447,-1.9942,-2.6349,-1.0862,-2.5479,-1.685,-0.1665,-0.7834,-1.4305,-1.1811,-1.6394,-1.5522,-0.9406,-2.3147,-1.1172,-1.7322,-2.7274,-1.3548,-1.0559,-1.8314,-1.7322,-0.0574
NLRP1,1.8363,-0.7588,4.5632,0.1776,4.8289,3.4765,2.5536,0.3796,3.6703,0.1648,7.0469,2.9655,0.3907,0.4552,3.027,-0.7588,4.1954,2.6161,4.837,0.7058,-0.0574,1.3511,0.4657,5.856,0.7407,0.8082,1.2756,1.2085,3.7367,0.7579,2.2603,0.8327,1.3454,0.2642,5.6124,1.1641,4.8202,1.2516,0.8164,5.4142,3.0671,1.2455,2.3366,2.043,1.8404
NLRP12,-5.5735,-6.5064,-3.816,-4.6082,-3.3076,-6.5064,-3.816,-6.5064,-5.0116,-6.5064,-6.5064,-5.5735,-4.035,-4.6082,-5.5735,-6.5064,-4.035,-4.2934,-5.5735,-5.5735,-3.816,-9.9658,-5.0116,-6.5064,-6.5064,-4.6082,-5.0116,-4.6082,-5.5735,-6.5064,-6.5064,-9.9658,-6.5064,-9.9658,-4.6082,-4.6082,-5.5735,-5.5735,-5.5735,-6.5064,-9.9658,-4.035,-5.5735,-3.458,-5.0116
NLRP3,-1.7322,-2.114,-0.1504,-3.6259,2.2482,-1.7809,-1.4305,-3.458,-1.1811,-3.3076,-2.8262,3.2405,-1.5105,-1.4305,-1.2142,-2.3884,-2.9324,-1.4699,-3.3076,-2.6349,-1.2481,-5.5735,-6.5064,-2.9324,-2.2447,-4.6082,-0.4521,-1.9942,-5.0116,-1.3921,-2.2447,-2.6349,1.2756,-3.816,-3.3076,-0.8863,-4.6082,-0.1031,-2.7274,-2.1779,-2.0529,0.6332,0.03,-0.8863,1.9822
NLRP6,-9.9658,-5.0116,-5.5735,-9.9658,-0.3201,-6.5064,-6.5064,-6.5064,-6.5064,-6.5064,-4.035,-3.3076,-6.5064,-9.9658,-9.9658,-6.5064,-6.5064,-9.9658,-6.5064,-3.1714,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-5.5735,-9.9658,-6.5064,-9.9658,-6.5064,-6.5064,-9.9658,-5.5735,-6.5064,-2.5479,-6.5064,-9.9658,-9.9658,-6.5064,-4.6082,-6.5064,-6.5064,-3.0469
NLRP7,-5.5735,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
NLRX1,3.1475,2.1798,2.5511,3.0092,2.3871,3.1892,1.105,2.2513,2.7249,2.7139,2.1574,1.0711,1.2934,1.7097,3.2251,-2.1779,2.2299,0.3573,2.7314,3.4504,2.0254,-0.2498,2.3106,2.1734,1.9226,1.7403,1.0151,2.4332,1.8762,2.9375,2.0776,1.2209,0.7664,1.8762,0.3796,1.0151,2.3337,2.1702,2.3366,2.128,2.128,2.3926,1.1706,3.5424,1.766
NOD1,0.2998,-0.6873,2.1702,0.1903,2.4117,-0.4131,1.5013,-0.1504,0.7999,0.2522,-0.0277,0.7748,0.6699,1.7273,1.4174,0.8961,1.2271,-0.7108,1.334,0.1519,-0.4921,-0.2328,0.5271,0.1124,-0.3752,1.5998,-0.1665,2.6325,0.6145,0.1257,0.7058,0.7407,0.6425,-0.0425,1.2271,-0.394,0.1388,0.605,-0.8599,-1.685,-0.2328,0.4125,1.2455,2.7551,0.6332
NOD2,0.4447,-1.8836,-0.5125,-1.8836,-0.7588,-3.1714,-1.9942,-4.2934,-1.8314,-0.5756,-3.3076,-1.9379,-4.6082,0.3346,-1.8836,0.346,-3.0469,-4.6082,-4.2934,-0.2498,-2.114,-5.5735,-5.0116,-1.2142,-3.458,-4.2934,-3.816,-3.6259,-6.5064,-2.3147,-3.816,1.4174,-0.3383,-4.2934,-3.6259,-2.8262,-6.5064,-2.114,-2.2447,-4.2934,-2.9324,-2.1779,-4.035,-1.5951,-1.9379
NODAL,-3.3076,-4.6082,-5.0116,-1.8314,-4.2934,-2.9324,-4.035,-5.0116,-4.6082,-4.6082,-9.9658,-6.5064,-4.035,-3.816,-9.9658,-5.0116,-9.9658,-9.9658,-4.035,-9.9658,-6.5064,-9.9658,-4.2934,-9.9658,-9.9658,-6.5064,-4.2934,-1.5951,-4.6082,-9.9658,-5.0116,-5.0116,-9.9658,-4.6082,-4.6082,-9.9658,-3.1714,-9.9658,-3.1714,-2.9324,-1.5105,-5.0116,-5.0116,-2.8262,-5.5735
NOG,-3.0469,-2.3147,-9.9658,-9.9658,-5.0116,-5.0116,0.9038,-4.6082,-6.5064,-5.5735,-4.6082,-6.5064,-3.3076,-0.5543,0.4657,-2.7274,-9.9658,-2.3147,-2.0529,-6.5064,-6.5064,-2.5479,-2.3884,0.9862,-3.6259,-5.5735,-1.8836,-9.9658,-9.9658,-4.035,-2.8262,-3.0469,-4.6082,-9.9658,-2.2447,-9.9658,-0.4325,-6.5064,-1.7809,-5.5735,0.2642,-5.0116,-4.2934,-9.9658,-6.5064
NOS1,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-5.0116,-9.9658,-9.9658,-5.5735,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-2.7274,-6.5064,-9.9658,-6.5064,-6.5064,-9.9658,-5.5735,-9.9658,-9.9658,-1.9379,-9.9658,-6.5064,-9.9658,-6.5064,-4.6082,-5.5735,-9.9658,-2.5479,-6.5064,-9.9658,-4.6082,-9.9658
NOS2,-1.8836,-4.035,-1.5951,-1.6394,-1.685,-5.0116,-3.6259,-3.1714,-3.1714,-1.9942,-5.5735,-3.3076,-6.5064,-6.5064,-1.9942,-4.035,-0.9132,-6.5064,-0.9686,-6.5064,-1.4699,-4.6082,-1.685,-5.5735,-3.6259,-3.3076,-2.8262,-1.3183,-5.5735,-5.5735,-4.2934,-5.5735,-3.458,-2.114,-4.6082,-3.1714,-5.5735,-2.5479,-4.2934,-9.9658,-4.035,-4.6082,-3.1714,0.1388,-1.5522
NOS3,2.0638,1.8918,2.4359,2.8219,2.7422,3.0568,1.7229,3.245,4.001,3.002,2.9984,6.8901,1.2455,2.8858,2.7029,2.5828,3.8905,0.9568,3.637,3.3703,0.6969,0.8408,1.2455,2.6693,3.3745,0.9789,2.0111,2.5338,-0.9686,1.5266,4.0331,3.2973,2.7357,0.688,2.7826,1.4962,2.667,3.0893,1.412,-0.5332,2.4225,2.3871,2.0325,2.5876,5.1851
NOTCH1,1.5514,0.4016,0.2029,0.9191,2.7183,1.4441,0.099,0.1388,0.6425,0.3796,0.099,1.0007,0.7579,0.044,0.9935,0.346,1.105,-1.7322,0.8082,-0.4921,-0.3383,-0.6873,0.434,-0.5756,-0.2498,-0.2498,1.2455,1.6512,-1.7809,0.2154,0.0014,1.787,0.7916,-0.4131,-0.3022,-0.5543,0.4125,1.5115,0.3231,0.0014,1.3511,1.5064,-0.2845,2.1925,1.9111
NOTCH2,4.9065,2.4492,1.766,2.828,4.0782,3.6136,2.3251,2.4675,2.9205,1.7744,2.5413,3.0619,3.245,3.7561,3.1939,3.8769,1.6374,1.1706,3.0287,2.4171,2.2113,1.5709,2.5036,2.5087,2.2452,2.6395,2.96,2.3981,2.0147,2.4831,1.7185,2.5828,1.5415,3.6324,0.8488,0.8488,3.2511,3.1813,2.8622,1.7097,3.1572,3.055,1.4388,4.0313,2.3649
NOTCH3,2.118,2.0878,1.1447,2.9013,4.2624,3.1653,3.1145,2.2206,2.945,1.4808,3.0376,2.2872,2.4544,2.8117,2.5313,-0.0574,3.8993,0.6145,2.4518,0.4967,1.2209,1.7185,2.409,0.9716,1.8282,1.1117,3.0585,3.1062,1.0293,1.7575,1.3511,1.5854,1.2516,0.8805,1.7009,0.2522,3.3206,3.6335,0.547,0.3796,2.9692,3.2174,2.043,3.4237,3.5766
NOTCH4,2.8199,2.6043,3.8876,3.2328,3.7443,4.2366,2.7379,2.8321,1.9226,2.694,2.0004,2.3564,2.8622,2.5437,1.8918,1.2085,2.7889,1.8524,1.8564,3.0358,2.9071,2.1957,3.1212,2.5972,2.043,4.1061,3.0654,3.795,3.1971,3.0252,3.034,2.4252,2.5972,1.8604,2.9637,2.8542,2.4198,2.5707,2.6208,1.5165,2.0569,2.3251,3.0498,3.2811,3.3577
