gene_name,TCGA-N5-A4R8-01,TCGA-N5-A4RA-01,TCGA-N5-A4RD-01,TCGA-N5-A4RJ-01,TCGA-N5-A4RM-01,TCGA-N5-A4RN-01,TCGA-N5-A4RO-01,TCGA-N5-A4RS-01,TCGA-N5-A4RT-01,TCGA-N5-A4RV-01,TCGA-N5-A59E-01,TCGA-N5-A59F-01,TCGA-N6-A4V9-01,TCGA-N6-A4VC-01,TCGA-N6-A4VD-01,TCGA-N6-A4VE-01,TCGA-N7-A4Y0-01,TCGA-N7-A4Y5-01,TCGA-N7-A4Y8-01,TCGA-N7-A59B-01,TCGA-N8-A4PI-01,TCGA-N8-A4PL-01,TCGA-N8-A4PM-01,TCGA-N8-A4PN-01,TCGA-N8-A4PO-01,TCGA-N8-A4PP-01,TCGA-N8-A4PQ-01,TCGA-N8-A56S-01,TCGA-N9-A4PZ-01,TCGA-N9-A4Q1-01,TCGA-N9-A4Q3-01,TCGA-N9-A4Q4-01,TCGA-N9-A4Q7-01,TCGA-NA-A4QV-01,TCGA-NA-A4QW-01,TCGA-NA-A4QX-01,TCGA-NA-A4QY-01,TCGA-NA-A4R0-01,TCGA-NA-A4R1-01,TCGA-ND-A4W6-01,TCGA-ND-A4WA-01,TCGA-ND-A4WC-01,TCGA-ND-A4WF-01,TCGA-NF-A4X2-01,TCGA-NF-A5CP-01,TCGA-NG-A4VU-01,TCGA-NG-A4VW-01,TCGA-QN-A5NN-01
HOMER3,5.9026,5.7769,5.4916,6.2972,7.0155,6.4959,7.3303,4.6,4.6077,6.1381,6.2118,5.6047,5.2304,5.443,5.4549,5.4101,5.5239,6.5331,6.2521,6.6353,5.3392,5.6433,5.8344,6.556,6.4418,6.4009,6.2377,4.7464,6.0534,6.8641,5.1107,6.7695,5.278,5.8445,6.0133,6.9182,5.9674,6.1713,3.6312,6.5693,4.6259,4.9796,6.5381,6.7544,5.6818,5.6798,4.2434,7.092
HRAS,6.3894,7.2264,6.244,6.2256,7.1081,5.6077,6.494,7.1416,6.6291,7.4202,6.733,6.3171,6.1989,5.6189,6.1546,6.5244,6.8173,6.6893,6.8728,6.7737,5.7225,5.9084,6.9214,5.4738,5.844,5.6448,5.5305,5.437,5.2552,7.1656,6.4234,5.5059,6.0398,5.7578,5.7426,6.5404,5.6244,5.1985,5.4466,6.2285,5.1048,5.8592,8.0325,6.5986,4.9626,6.3102,5.7827,5.975
HRC,6.0512,6.4445,4.9246,4.7496,-4.035,0.5568,1.0983,-0.6643,-2.9324,-1.3921,4.6018,4.3155,-2.7274,0.1257,-2.3147,4.2616,-1.2481,6.9874,5.2858,-1.8314,-1.5105,1.0983,3.6793,5.2285,-0.3383,1.7446,5.3216,2.0742,-1.2481,6.1469,1.4281,7.0425,-3.816,1.0079,6.7401,5.7986,1.0847,-0.3022,-0.4325,4.9045,3.7982,-3.458,3.6312,-3.6259,-0.4719,6.4872,-0.2159,-2.1779
HRH1,-0.6416,1.4388,-0.394,0.679,-0.1187,1.6964,0.03,0.9568,0.9716,0.6145,0.9862,1.5465,1.0983,1.9968,1.0079,1.1184,1.1447,-0.9132,-1.685,1.5709,2.2513,-0.013,0.4125,1.4281,0.4233,2.1606,3.0145,0.537,1.4808,-0.9686,1.4911,0.5666,-0.9132,1.9415,-0.1345,2.8602,1.334,1.6045,0.24,2.6255,1.9226,2.6043,1.2455,1.1184,2.4883,0.3346,1.2756,2.4439
HRH2,-2.7274,-0.8084,-0.3566,-3.816,-9.9658,-1.6394,-0.1665,-3.816,-0.4521,-1.3548,-1.6394,-2.0529,-0.4521,-1.6394,-2.114,-1.8314,-5.5735,-4.6082,-3.816,-2.7274,-2.8262,0.5568,-2.7274,1.2271,-0.9132,-0.2498,0.2522,1.3167,-1.8314,-3.6259,-1.1811,-4.2934,-6.5064,2.2019,0.0158,0.8961,-1.5105,-0.5756,0.7407,-2.0529,-1.8314,-9.9658,-1.1172,-2.8262,-1.5522,-2.1779,-5.0116,-0.8863
HSP90AA1,8.2836,9.5238,9.4384,8.0563,8.413,7.4385,8.9266,8.2824,8.1139,9.0213,7.9541,7.895,9.2385,9.2275,8.7957,9.1962,8.8161,7.4552,8.2968,8.1287,8.5653,8.3415,8.372,8.2138,8.4222,8.4679,7.6022,7.6224,8.2987,7.3263,7.7883,7.5999,7.373,8.4479,8.7009,9.0203,8.5291,7.3591,8.7978,7.5074,8.6314,8.854,8.5285,8.9848,8.1165,8.4806,8.9955,8.2141
HSP90AB1,9.3646,10.2032,10.3419,9.5762,9.5766,10.0081,10.3298,8.7744,9.9317,9.8029,9.3144,9.4747,9.761,10.5838,9.3871,10.156,10.265,9.5201,9.5224,8.4771,9.9372,10.2285,9.7982,9.7996,9.9705,9.7416,9.1113,9.9628,8.8677,9.7148,9.818,9.318,9.5596,9.6722,9.8376,10.0007,9.4641,9.0014,9.5843,9.009,10.1427,9.151,9.6777,10.0283,9.0017,9.2868,9.6754,9.8028
HSP90B1,9.864,9.379,9.2961,9.6437,9.742,8.8332,8.8178,8.0307,10.3636,9.6546,9.8375,9.0135,9.4698,9.9109,9.0102,10.0129,10.0527,8.6816,8.4488,9.5662,8.8904,9.3043,9.5413,8.8294,8.5828,8.8396,8.948,9.4405,9.1748,9.4422,9.282,9.3479,9.222,9.253,8.5928,9.5201,9.0708,8.3042,8.9843,9.3089,9.0318,9.3486,9.7733,8.753,9.0555,8.8926,8.5747,9.3438
HSPA1A,6.7009,4.1417,8.2403,3.6266,3.7193,7.9231,10.2595,7.8655,5.4213,11.1079,3.3703,7.1953,7.8934,8.1088,4.2766,4.9002,3.2959,4.2929,6.5178,5.8635,8.2117,8.1552,7.6627,6.8982,5.7504,7.8359,4.1555,6.2483,4.8807,3.3938,7.2295,7.3073,5.1461,6.7581,6.7122,8.3637,7.8123,5.8314,7.7275,4.8304,7.9285,5.0153,7.7284,7.8826,4.5311,6.4624,6.6085,7.3374
HSPA1B,6.4896,7.7352,7.8043,6.9221,8.2204,7.745,9.9406,7.4993,5.1891,10.1167,5.433,6.9098,7.292,8.1554,6.9521,7.9153,6.4727,5.3555,6.3737,6.7679,8.6592,7.8536,7.1976,6.4629,7.3877,7.9938,5.3227,6.2213,8.7813,5.5823,6.6205,6.6984,6.7739,6.9742,6.0596,7.4049,7.8459,7.086,7.2447,5.8367,8.1959,7.7886,8.1105,7.3289,7.0154,6.786,6.404,7.8392
HSPA1L,-0.2671,0.1903,-0.5973,-0.8599,-1.5951,0.4552,-0.4921,-0.2845,-0.5125,-0.6643,-1.0559,0.2277,-1.0559,1.0847,0.537,-0.6873,-1.4305,-0.4719,-0.8084,-0.9132,-0.394,-0.3022,-1.4305,1.6281,-1.0262,-0.0277,-1.1811,0.24,-1.4699,0.1776,0.679,0.8961,-0.9686,0.1257,1.1316,2.3677,-1.5951,0.1124,0.6425,-1.3183,0.7407,-1.7322,-0.7346,-0.3566,-1.3183,0.517,-0.4325,-1.4305
HSPA2,2.1476,0.9935,0.2998,1.2271,-0.0574,4.149,3.0723,3.2359,4.7783,1.642,3.4583,4.2706,2.3788,2.6624,3.3619,0.2762,2.043,-0.3201,-1.4305,3.1095,1.9859,0.1388,3.3221,2.8701,3.1604,1.6604,2.5363,3.0515,5.0457,0.9115,2.2872,1.3735,0.8488,1.9264,4.6628,3.5959,2.7679,3.3731,0.1124,1.8762,4.3958,3.0515,-0.5543,4.2465,3.8002,0.099,5.033,4.2646
HSPA6,3.0376,2.3926,2.8602,1.3454,0.6332,0.03,5.407,3.0199,0.5069,5.8256,2.3135,1.0151,0.4447,5.026,2.4465,0.6969,-1.0862,-0.6873,0.346,3.002,4.7666,2.4571,2.4934,0.9568,0.537,3.7421,1.2875,1.0573,2.1894,-0.7108,0.434,-0.0425,1.9712,1.6187,0.3907,3.9251,1.9073,1.7995,0.4761,1.9527,0.7407,3.838,2.7379,2.0535,1.8363,0.4657,0.2277,1.0007
HSPA8,8.5385,9.7419,9.5474,8.8673,8.302,8.4551,9.6643,6.8759,9.7667,9.3,7.1472,7.536,9.5398,9.9958,9.4145,9.8106,8.766,7.9366,9.2112,9.0034,9.6782,8.6916,9.4077,10.2472,9.1543,9.209,9.0301,9.5305,8.036,8.0808,8.1605,8.8033,9.4076,8.7936,9.9071,10.1523,8.3243,8.5391,9.6146,8.2091,9.5719,9.7818,9.5855,10.0112,8.8528,9.5136,9.6624,9.9481
HSPB1,9.5884,11.7871,10.4804,9.9408,9.8541,8.6732,9.5679,10.2121,9.3512,11.3316,9.1644,9.1253,9.6682,8.908,8.9841,9.4752,10.9074,9.9551,10.9788,10.9523,10.8149,9.1827,9.5171,8.8969,9.5664,10.1254,9.0437,8.0747,10.608,10.4002,8.6985,10.4295,9.4541,9.9567,9.8125,10.5425,8.6026,9.144,8.3615,9.6595,8.3067,9.3953,9.955,10.3622,10.1887,9.817,8.7894,10.4286
HTR1A,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.3147,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-6.5064,-9.9658,-9.9658,-5.5735,-9.9658,-6.5064,-3.458,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-0.013,-6.5064,-9.9658,-6.5064,-9.9658,-1.685,-9.9658,-4.2934,-9.9658,-9.9658,-6.5064,-2.3884,-9.9658,-9.9658,-6.5064
HTR1B,-5.5735,-2.7274,-4.2934,-9.9658,-9.9658,-5.5735,-5.5735,-9.9658,-4.035,-9.9658,-4.6082,-9.9658,-2.2447,-4.6082,-5.0116,-5.5735,-5.5735,-9.9658,-9.9658,-9.9658,-3.6259,-9.9658,-9.9658,-5.0116,-2.8262,-5.0116,-3.6259,-4.2934,-3.1714,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-5.0116,-3.6259,-9.9658,-3.6259,-3.0469,-2.7274,-4.2934,-3.458,0.03,-5.0116,-4.6082,-9.9658,-2.0529,-9.9658
HTR1D,-0.5543,-4.2934,-0.9971,-1.1172,-9.9658,-1.685,-1.4305,-0.3566,0.1648,-2.6349,-2.114,-3.6259,-0.2498,-1.7809,-1.8314,-1.1811,-9.9658,-5.0116,-0.9406,-2.6349,-5.0116,-2.3147,-4.2934,-2.9324,-2.3147,-2.7274,-3.816,-1.8836,-2.8262,-1.3548,-3.458,-2.5479,-3.0469,-2.5479,-2.1779,-2.8262,-3.1714,-2.3884,0.6145,-1.5105,-3.1714,-0.5125,-3.816,-5.0116,-3.1714,-3.6259,-4.2934,-2.7274
HTR1E,-4.6082,-6.5064,-9.9658,-0.8599,-9.9658,-9.9658,-9.9658,-3.1714,-4.6082,-6.5064,-3.3076,-3.458,-9.9658,-2.1779,-5.5735,-3.1714,-6.5064,-9.9658,-5.5735,-3.6259,-9.9658,-1.5522,-2.114,-9.9658,-1.685,-9.9658,-4.035,-3.6259,-4.2934,-9.9658,-3.1714,-9.9658,-9.9658,-3.0469,-5.0116,-4.2934,-2.7274,-9.9658,-9.9658,-0.9686,-5.0116,-6.5064,-6.5064,-9.9658,-5.0116,-9.9658,-5.5735,-9.9658
HTR1F,-4.2934,-9.9658,-4.6082,-3.816,-9.9658,-6.5064,-9.9658,-4.035,-0.3566,-9.9658,-5.0116,-6.5064,-3.458,-3.458,-3.816,-2.4659,-5.0116,-6.5064,-9.9658,-3.1714,-0.7108,-4.6082,-1.7809,-6.5064,-3.6259,-2.5479,-2.7274,-4.6082,-3.1714,-9.9658,-9.9658,-6.5064,-2.7274,-3.458,-4.6082,-4.035,-4.035,-0.3752,-5.0116,-4.2934,-5.5735,-6.5064,-6.5064,-4.6082,-3.3076,-4.6082,-1.7322,-4.035
HTR2A,0.1257,-3.816,-3.816,0.03,-5.5735,-5.0116,-3.6259,-1.6394,-4.6082,-5.5735,-0.6416,-3.6259,-1.3183,-5.5735,-1.5522,-4.035,-6.5064,-9.9658,-1.9379,-9.9658,-4.035,-1.5105,-9.9658,-2.6349,-1.0262,-4.035,-0.1993,-0.6416,0.3115,-1.3183,-0.9686,-3.816,-9.9658,-0.1345,-3.3076,-3.3076,-0.9971,-2.6349,-6.5064,0.3907,-4.6082,-4.035,0.1519,-1.1811,0.4016,-5.5735,-5.0116,-0.9686
HTR2B,-1.4699,-4.6082,-2.8262,0.8082,-2.6349,-4.035,-1.9942,0.7999,-2.7274,-9.9658,0.6145,-0.8863,-0.3752,2.2144,-3.3076,-1.5522,-2.3884,-1.5951,-5.0116,-1.7322,-0.2498,1.692,-4.035,-3.6259,1.2576,-0.4521,-1.3548,1.9859,-0.3566,-0.8339,2.3871,-0.0725,-0.8339,-2.8262,-0.1993,-0.0725,-2.8262,-0.013,-3.3076,-0.9132,-0.3383,0.4125,-2.9324,-0.3201,0.099,-0.7108,-2.2447,-3.3076
HTR2C,-2.7274,-9.9658,-0.4521,-4.035,-9.9658,-6.5064,-0.4921,-9.9658,-0.4325,-9.9658,-9.9658,-3.6259,-9.9658,-0.6643,-9.9658,-3.458,-6.5064,-9.9658,-6.5064,-9.9658,0.3231,-9.9658,-9.9658,-0.6416,-2.5479,-1.1811,-6.5064,-5.0116,-6.5064,-9.9658,-1.5522,-9.9658,-1.9942,-9.9658,-3.816,-1.685,-9.9658,-1.9379,-6.5064,-9.9658,0.2522,-6.5064,-1.4305,-9.9658,-5.5735,-4.6082,-9.9658,-4.6082
HTR4,-4.2934,-9.9658,-4.035,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-9.9658,-5.5735,-9.9658,-9.9658,-5.5735,-6.5064,-9.9658,-9.9658,-4.2934,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-0.1665,-2.5479,-4.6082,-6.5064,-9.9658,-6.5064,-9.9658,-6.5064,-5.0116,-6.5064,-2.5479,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-4.035,-4.2934,-2.7274,-9.9658
HTR5A,-9.9658,-2.9324,-2.0529,-9.9658,-1.1172,-9.9658,-1.2828,-3.0469,-3.3076,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-4.2934,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-4.035,-9.9658,-9.9658,-9.9658,-3.1714,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
HTR6,-2.3147,-3.0469,0.3346,-2.9324,-2.7274,-5.0116,-1.9379,-1.7322,0.1519,-9.9658,-1.9379,0.6608,-6.5064,0.0718,-1.9942,-9.9658,-5.5735,-4.2934,-2.9324,-5.0116,-9.9658,-0.1993,-2.8262,-0.7346,-5.0116,-1.4699,-0.7834,-1.0262,-3.0469,-4.2934,-0.5332,-4.6082,-9.9658,-1.6394,-1.685,-1.5105,0.7146,-2.9324,1.7786,-0.5973,1.1316,-3.1714,-1.685,-6.5064,-5.5735,-6.5064,-4.6082,-5.0116
HTR7,0.1776,-2.7274,-4.035,-4.2934,-5.5735,-4.2934,-2.2447,-2.5479,-1.685,-5.5735,-2.4659,-3.3076,1.8282,-4.2934,-1.9379,-3.3076,-5.5735,-5.5735,-9.9658,-5.5735,-3.3076,-1.6394,-4.6082,-0.7108,-0.0277,-2.7274,0.517,-1.9379,-0.9406,-6.5064,-2.4659,-3.816,-3.1714,-2.1779,-0.9406,-2.5479,-6.5064,-1.9942,-5.5735,-2.3884,-4.2934,-5.5735,-0.5332,-2.2447,-1.9942,1.7828,0.2881,-1.6394
IBSP,-1.6394,-9.9658,-3.816,-6.5064,-3.6259,-6.5064,-4.2934,-9.9658,-3.816,-0.4521,-1.7809,-3.3076,0.7916,-0.8084,-2.0529,-2.114,-1.7322,-9.9658,-9.9658,0.7058,-0.3201,0.3115,-2.9324,-4.2934,-2.1779,-5.0116,-9.9658,-2.3147,-1.5951,-2.9324,-0.394,-9.9658,-9.9658,0.1124,-9.9658,-4.035,-5.0116,-2.1779,-0.0277,-3.0469,-5.5735,-1.5105,-3.458,2.0254,-0.4325,-1.5951,-1.9942,-3.0469
ICAM1,0.9862,5.4023,3.4143,3.1507,4.3807,2.0638,4.0875,2.0111,2.8897,4.4236,2.2872,2.971,1.1897,4.1939,4.6651,4.2072,3.186,1.2394,0.7579,4.0419,4.2914,5.2679,2.0776,2.8341,2.667,6.7827,3.8391,1.6785,4.9093,4.8304,4.5361,3.3235,5.7277,2.128,4.6083,4.6877,4.5129,4.8263,1.1117,4.5349,1.412,5.8087,2.826,3.2841,4.2381,5.1086,0.9191,2.7868
ICOS,-9.9658,-6.5064,-5.5735,-2.7274,-5.5735,-3.458,-9.9658,-3.816,-0.9406,-4.2934,-4.035,-2.7274,-3.6259,-3.1714,-1.0862,-3.0469,-5.0116,-6.5064,-5.0116,-3.816,-6.5064,-5.5735,-4.2934,-3.3076,-2.6349,-1.7809,0.0854,-4.2934,-5.5735,-3.816,-3.0469,-3.6259,1.3511,-2.6349,-2.4659,-5.0116,-5.5735,0.2029,-5.0116,-2.9324,-6.5064,-2.8262,-3.3076,-5.5735,-1.4305,-5.5735,-5.5735,-4.6082
ID1,5.257,4.9364,7.1413,7.6519,7.9046,4.6921,7.9633,7.1847,6.5393,7.0642,7.4737,7.3311,7.8673,6.3923,7.3954,7.6382,7.3174,3.4583,5.8051,8.6114,6.9923,5.7279,8.5713,3.5791,5.465,5.0444,7.9206,7.5128,7.8523,4.4496,6.225,5.0769,6.2481,7.5724,2.4571,6.0081,6.9441,5.0479,6.1465,6.0888,9.2277,8.1208,6.8302,6.7686,5.5195,1.3051,5.703,7.8682
ID2,5.3104,3.9947,5.7538,6.6911,6.4647,4.2189,5.6306,6.6267,6.9713,6.2407,6.2108,6.0879,6.4243,6.2732,6.6122,6.8267,8.2811,3.6006,3.0323,7.0666,5.6957,5.391,6.4673,4.6189,5.7101,4.9331,7.4121,6.2542,6.6423,3.2988,7.6941,4.9289,5.6665,5.8965,4.4977,5.7921,5.5595,5.1248,6.4749,5.1942,7.1196,6.6401,4.8881,5.0739,5.1728,3.5224,5.0687,6.4222
ID3,6.0858,6.4895,7.211,7.4909,9.0819,5.7372,7.09,7.817,7.1688,8.8474,7.3873,6.2101,8.0607,6.7612,6.8414,8.4354,8.2064,3.6759,8.0023,7.9268,7.0193,7.2027,7.2485,5.3045,6.1426,5.8271,7.5645,6.3185,7.0444,5.7345,7.3555,4.6966,7.5053,7.5578,4.9933,6.5062,7.7787,6.4488,7.9536,7.1157,8.1334,5.3345,7.147,7.1776,6.6571,5.281,5.7198,8.7875
ID4,1.2756,-0.013,3.2647,3.6872,3.7182,1.4704,2.5683,4.2503,3.3731,2.328,3.8866,5.4712,3.5473,4.6053,4.3053,4.538,7.6994,0.0854,1.1447,4.9407,2.5238,3.8551,4.7302,1.5806,3.8481,3.3883,4.2266,4.7613,3.836,2.5036,4.1724,2.4857,4.5784,4.2072,2.2421,2.0946,2.3508,4.8415,0.8408,2.9205,5.1206,4.5669,2.694,1.8643,2.8321,0.4552,3.2267,5.1534
IFI16,1.8564,4.591,6.513,5.3155,5.3754,5.8664,6.239,3.945,6.601,7.2503,5.3975,6.0121,6.4055,2.2482,3.1426,6.5517,4.9477,2.2753,-0.0425,6.535,5.291,5.505,5.4213,5.2559,4.2884,5.8756,5.0704,4.0001,6.7765,4.0816,6.6625,4.2751,7.208,3.944,4.1724,3.2389,3.5022,6.5088,1.8801,5.7504,2.7183,6.8695,5.9148,6.3676,5.9442,3.4868,4.8595,7.4811
IFIH1,-1.1172,0.6517,1.6604,1.2209,1.1382,-0.0725,1.0222,0.9115,4.7523,-1.7322,0.0854,1.8564,3.5224,1.7828,2.7572,3.8769,3.7507,-2.2447,-1.6394,4.3646,1.5806,1.8918,1.2934,1.884,1.0079,3.6994,3.5779,2.1734,2.5437,0.9191,1.8201,0.9716,4.0515,1.9226,0.5069,-0.5125,1.1512,3.7226,0.1388,1.3846,2.0638,2.5561,1.4174,1.4652,4.235,0.7146,2.6395,3.1507
IFNA1,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.458,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.114,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-9.9658,-9.9658,-9.9658,-4.2934,-9.9658,-9.9658,-9.9658,-9.9658,-2.9324,-9.9658,-9.9658,-9.9658,-4.2934,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
IFNA10,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
IFNA13,-9.9658,-9.9658,-9.9658,-3.6259,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.1779,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-3.458,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-4.6082,-4.2934,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.6349,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.458,-9.9658,-9.9658,-9.9658,-9.9658
IFNA14,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
IFNA16,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
IFNA17,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-9.9658,-4.2934,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
IFNA2,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.8262,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
IFNA21,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-5.5735,-9.9658,-5.5735,-9.9658,-9.9658,-3.816,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658
IFNA4,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
IFNA5,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-3.458,-5.0116,-9.9658,-9.9658,-9.9658,-5.5735,-3.6259,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
IFNA6,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
IFNA7,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-1.7809,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.816,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
IFNA8,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
